City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
242,San-Pedro,4.7485,-6.6363,77.77,89,100,4.03,CI,overcast clouds,2022-03-15 07:24:59
243,Kvarkeno,52.0833,59.725,9.61,90,94,4.07,RU,overcast clouds,2022-03-15 07:24:59
244,Shiraz,29.6036,52.5388,72.84,18,40,18.41,IR,scattered clouds,2022-03-15 07:24:59
245,Byron Bay,-28.65,153.6167,75.09,72,36,14.61,AU,scattered clouds,2022-03-15 07:25:00
246,Teguldet,57.3064,88.1667,16.81,72,70,4.16,RU,broken clouds,2022-03-15 07:25:00
247,Vestmannaeyjar,63.4427,-20.2734,37.49,64,100,34.49,IS,light rain,2022-03-15 07:25:01
248,Yaan,7.3833,8.5667,80.15,63,96,7.56,NG,overcast clouds,2022-03-15 07:25:01
249,Cap Malheureux,-19.9842,57.6142,85.46,77,62,8.01,MU,broken clouds,2022-03-15 07:25:02
250,Beloha,-25.1667,45.05,84.85,53,100,5.59,MG,overcast clouds,2022-03-15 07:25:02
251,Touros,-5.1989,-35.4608,78.8,82,82,8.57,BR,light rain,2022-03-15 07:22:08
252,San Jose,37.3394,-121.895,59.92,57,75,6.91,US,broken clouds,2022-03-15 07:20:49
253,Dunedin,-45.8742,170.5036,51.8,96,100,7.0,NZ,overcast clouds,2022-03-15 07:23:05
254,Chitral,35.8462,71.7858,57.45,92,83,4.07,PK,broken clouds,2022-03-15 07:25:03
255,Beberibe,-4.1797,-38.1306,80.01,85,94,2.35,BR,moderate rain,2022-03-15 07:25:04
256,Husavik,66.0449,-17.3389,32.67,71,0,17.45,IS,clear sky,2022-03-15 07:25:04
257,Crvenka,45.6586,19.4556,43.3,56,99,4.72,RS,light rain,2022-03-15 07:25:04
258,Esperance,-33.8667,121.9,76.84,74,100,15.39,AU,overcast clouds,2022-03-15 07:25:05
259,Lebu,-37.6167,-73.65,57.65,92,11,15.05,CL,few clouds,2022-03-15 07:25:05
260,Langsa,4.4683,97.9683,90.52,57,100,6.85,ID,overcast clouds,2022-03-15 07:25:06
261,Plouzane,48.3833,-4.6167,46.45,84,0,5.75,FR,clear sky,2022-03-15 07:25:06
262,Aklavik,68.2191,-135.0107,-7.64,94,100,8.86,CA,overcast clouds,2022-03-15 07:25:07
263,Huarmey,-10.0681,-78.1522,73.31,75,99,7.63,PE,overcast clouds,2022-03-15 07:25:07
264,Cidreira,-30.1811,-50.2056,69.73,91,92,5.61,BR,overcast clouds,2022-03-15 07:25:07
265,Tuatapere,-46.1333,167.6833,51.31,88,100,4.47,NZ,overcast clouds,2022-03-15 07:25:08
266,Turbat,26.0023,63.044,91.09,25,6,5.17,PK,clear sky,2022-03-15 07:25:08
267,Kailua,21.4022,-157.7394,75.18,79,100,3.0,US,overcast clouds,2022-03-15 07:25:09
268,Polewali,-3.4324,119.3435,85.62,75,65,4.88,ID,broken clouds,2022-03-15 07:25:09
269,Comodoro Rivadavia,-45.8667,-67.5,66.06,48,0,21.85,AR,clear sky,2022-03-15 07:25:09
270,Marijampole,54.5667,23.35,37.24,59,63,8.66,LT,broken clouds,2022-03-15 07:25:10
271,Sabang,5.8933,95.3214,83.03,74,38,2.04,ID,scattered clouds,2022-03-15 07:25:10
272,Bengkulu,-3.8004,102.2655,85.78,66,22,8.57,ID,few clouds,2022-03-15 07:25:10
273,Longyan,25.1072,117.0225,80.37,57,53,3.2,CN,broken clouds,2022-03-15 07:25:11
274,Sakakah,29.9697,40.2064,49.57,28,4,12.08,SA,clear sky,2022-03-15 07:25:11
275,Kahului,20.8947,-156.47,75.85,72,40,11.5,US,scattered clouds,2022-03-15 07:25:12
276,Te Anau,-45.4167,167.7167,51.87,91,100,4.72,NZ,overcast clouds,2022-03-15 07:25:12
277,San Miguel,13.4833,-88.1833,76.44,68,35,1.61,SV,scattered clouds,2022-03-15 07:25:12
278,Kavieng,-2.5744,150.7967,84.94,70,93,11.41,PG,light rain,2022-03-15 07:23:13
279,Springhill,33.006,-93.4668,53.49,97,100,8.88,US,overcast clouds,2022-03-15 07:25:13
280,Sao Domingos Do Maranhao,-5.5758,-44.3853,70.57,98,97,1.52,BR,overcast clouds,2022-03-15 07:22:42
281,Rio Gallegos,-51.6226,-69.2181,50.05,87,0,11.5,AR,clear sky,2022-03-15 07:25:14
282,Hede,33.7681,120.2517,69.48,33,100,10.83,CN,overcast clouds,2022-03-15 07:25:14
283,Churapcha,62.0025,132.4325,7.41,74,100,3.67,RU,overcast clouds,2022-03-15 07:25:14
284,Kandiaro,27.0601,68.2091,105.08,12,88,6.11,PK,overcast clouds,2022-03-15 07:25:15
285,Boende,-0.2167,20.8667,81.54,67,77,3.02,CD,broken clouds,2022-03-15 07:25:15
286,Kieta,-6.2167,155.6333,82.08,81,75,2.89,PG,moderate rain,2022-03-15 07:25:16
287,Tarbagatay,51.4803,107.3602,13.53,66,100,13.18,RU,overcast clouds,2022-03-15 07:25:16
288,Palmerston,-12.486,130.9833,91.38,55,40,9.22,AU,scattered clouds,2022-03-15 07:25:17
289,Prince George,53.9166,-122.753,38.28,69,20,9.22,CA,few clouds,2022-03-15 07:25:17
290,Sao Filipe,14.8961,-24.4956,69.98,72,0,14.61,CV,clear sky,2022-03-15 07:25:18
291,Veere,51.5483,3.6667,46.4,90,100,10.36,NL,overcast clouds,2022-03-15 07:25:18
292,Bumba,2.1833,22.4667,83.91,54,24,3.71,CD,few clouds,2022-03-15 07:25:19
293,Pilikwe,-22.799,27.1938,73.13,69,85,2.62,BW,overcast clouds,2022-03-15 07:25:19
294,Kaitangata,-46.2817,169.8464,51.24,77,100,7.74,NZ,overcast clouds,2022-03-15 07:25:19
295,Isangel,-19.55,169.2667,81.91,81,31,8.16,VU,scattered clouds,2022-03-15 07:25:20
296,Luderitz,-26.6481,15.1594,66.61,46,6,15.08,NA,clear sky,2022-03-15 07:25:20
297,Yenagoa,4.9247,6.2642,81.55,80,100,4.21,NG,overcast clouds,2022-03-15 07:25:21
298,Chipinge,-20.1883,32.6236,81.1,42,12,1.52,ZW,few clouds,2022-03-15 07:25:21
299,Dobrinka,52.1653,40.4731,20.53,93,96,12.71,RU,overcast clouds,2022-03-15 07:25:21
300,Guerrero Negro,27.9769,-114.0611,58.75,89,5,7.87,MX,clear sky,2022-03-15 07:25:22
301,Tiksi,71.6872,128.8694,-9.89,98,99,3.02,RU,overcast clouds,2022-03-15 07:25:22
302,Ajaccio,42.0,8.9167,48.25,71,0,2.3,FR,clear sky,2022-03-15 07:25:23
303,Goma,-1.6792,29.2228,72.39,65,89,1.54,CD,light rain,2022-03-15 07:25:23
304,Andenes,69.3143,16.1194,40.98,70,75,11.5,NO,broken clouds,2022-03-15 07:23:05
305,Talnakh,69.4865,88.3972,1.2,90,100,7.58,RU,overcast clouds,2022-03-15 07:25:24
306,Sambava,-14.2667,50.1667,81.75,73,100,5.88,MG,overcast clouds,2022-03-15 07:25:24
307,Melchor De Mencos,17.0686,-89.1522,68.0,94,0,0.0,GT,clear sky,2022-03-15 07:25:24
308,Zhigansk,66.7697,123.3711,-5.46,83,100,2.93,RU,overcast clouds,2022-03-15 07:25:25
309,Wattegama,6.7989,81.4808,91.45,40,100,2.62,LK,overcast clouds,2022-03-15 07:25:25
310,Kampong Thum,12.7111,104.8887,102.51,29,24,5.59,KH,few clouds,2022-03-15 07:25:26
311,Porto Torres,40.835,8.3972,55.58,80,100,7.87,IT,overcast clouds,2022-03-15 07:25:26
312,Sapa,5.1544,120.3241,83.14,74,98,4.68,PH,overcast clouds,2022-03-15 07:25:26
313,Quelimane,-17.8786,36.8883,78.75,89,75,13.8,MZ,broken clouds,2022-03-15 07:25:27
314,Nome,64.5011,-165.4064,1.47,60,0,24.16,US,clear sky,2022-03-15 07:25:27
315,Vardo,70.3705,31.1107,33.78,75,0,16.11,NO,clear sky,2022-03-15 07:25:27
316,Hami,42.8,93.45,59.95,29,100,2.15,CN,overcast clouds,2022-03-15 07:25:28
317,Ust-Maya,60.4167,134.5333,11.23,75,100,3.6,RU,overcast clouds,2022-03-15 07:25:28
318,Hay River,60.8156,-115.7999,-9.42,77,40,3.44,CA,scattered clouds,2022-03-15 07:25:29
319,Batagay-Alyta,67.8006,130.4114,-2.79,90,100,3.85,RU,overcast clouds,2022-03-15 07:25:29
320,Bayangol,50.6977,103.4656,12.07,53,99,3.42,RU,overcast clouds,2022-03-15 07:25:29
321,Coari,-4.085,-63.1414,71.85,98,100,0.72,BR,overcast clouds,2022-03-15 07:25:30
322,Valparaiso,-33.0393,-71.6273,62.47,81,100,3.44,CL,overcast clouds,2022-03-15 07:21:01
323,Rengo,-34.4167,-70.8667,64.89,51,84,0.63,CL,broken clouds,2022-03-15 07:25:30
324,Broken Hill,-31.95,141.4333,64.11,88,100,19.57,AU,thunderstorm,2022-03-15 07:25:31
325,Grootfontein,-19.5667,18.1167,65.77,88,40,5.75,NA,scattered clouds,2022-03-15 07:25:31
326,Isla Mujeres,21.2311,-86.731,77.16,80,1,11.97,MX,clear sky,2022-03-15 07:23:34
327,Grindavik,63.8424,-22.4338,32.47,93,75,20.71,IS,light snow,2022-03-15 07:25:32
328,Vagay,57.9375,69.0217,16.21,82,100,6.4,RU,overcast clouds,2022-03-15 07:25:32
329,Rahimatpur,17.6,74.2,93.74,12,6,9.86,IN,clear sky,2022-03-15 07:25:33
330,Yekaterinoslavka,50.3734,129.1139,28.67,79,100,7.81,RU,overcast clouds,2022-03-15 07:25:33
331,Thompson,55.7435,-97.8558,1.56,60,100,0.0,CA,overcast clouds,2022-03-15 07:25:33
332,Bayonet Point,28.3267,-82.6834,67.95,83,100,1.01,US,overcast clouds,2022-03-15 07:25:34
333,Naze,28.3667,129.4833,72.52,75,100,1.99,JP,overcast clouds,2022-03-15 07:25:34
334,Pacific Grove,36.6177,-121.9166,57.42,82,100,1.99,US,overcast clouds,2022-03-15 07:25:35
335,Tisul,55.7611,88.3122,14.14,76,4,11.74,RU,clear sky,2022-03-15 07:25:35
336,Derac,19.65,-71.8167,72.25,83,16,8.86,HT,few clouds,2022-03-15 07:25:35
337,Bilibino,68.0546,166.4372,-5.55,86,2,4.07,RU,clear sky,2022-03-15 07:25:36
338,Mongagua,-24.0931,-46.6208,74.66,92,72,5.91,BR,light rain,2022-03-15 07:25:36
339,Halifax,44.6453,-63.5724,33.8,86,98,8.05,CA,overcast clouds,2022-03-15 07:23:54
340,San Patricio,28.017,-97.5169,69.89,97,31,9.86,US,scattered clouds,2022-03-15 07:25:37
341,Vidalia,32.2177,-82.4135,51.75,76,40,5.75,US,scattered clouds,2022-03-15 07:25:37
342,Praia Da Vitoria,38.7333,-27.0667,59.25,94,75,8.03,PT,broken clouds,2022-03-15 07:25:38
343,Behshahr,36.6923,53.5526,48.15,75,91,6.22,IR,overcast clouds,2022-03-15 07:25:38
344,Puksoozero,62.5903,40.6066,20.66,91,41,3.85,RU,scattered clouds,2022-03-15 07:25:38
345,Tual,-5.6667,132.75,84.79,71,100,7.76,ID,overcast clouds,2022-03-15 07:25:39
346,Perth,-31.9333,115.8333,78.01,75,75,12.66,AU,broken clouds,2022-03-15 07:25:32
347,Kakrala,27.9,79.2,93.33,22,0,7.54,IN,clear sky,2022-03-15 07:25:39
348,Lesozavodsk,45.4794,133.4244,32.16,85,100,5.14,RU,overcast clouds,2022-03-15 07:25:40
349,Belle Fourche,44.6714,-103.8522,46.54,54,39,8.72,US,scattered clouds,2022-03-15 07:25:40
350,San Andres,12.5847,-81.7006,80.62,74,20,10.36,CO,few clouds,2022-03-15 07:25:41
351,Levokumskoye,44.8219,44.6606,37.09,43,68,14.61,RU,broken clouds,2022-03-15 07:25:41
352,Winslow,35.0242,-110.6974,35.78,55,0,4.61,US,clear sky,2022-03-15 07:25:41
353,Ampanihy,-24.7,44.75,81.52,60,100,5.17,MG,overcast clouds,2022-03-15 07:25:42
354,The Valley,18.217,-63.0578,77.09,72,5,25.3,AI,clear sky,2022-03-15 07:25:42
355,Pemberton,50.3164,-122.8027,42.82,98,100,4.61,CA,overcast clouds,2022-03-15 07:25:42
356,Kiama,-34.6833,150.8667,75.38,66,99,1.01,AU,overcast clouds,2022-03-15 07:25:43
357,Sulangan,11.1373,123.7228,84.43,71,35,5.01,PH,scattered clouds,2022-03-15 07:25:43
358,Ekhabi,53.5102,142.9671,21.09,87,100,5.53,RU,overcast clouds,2022-03-15 07:25:44
359,Bathsheba,13.2167,-59.5167,77.61,73,40,20.71,BB,scattered clouds,2022-03-15 07:25:44
360,Okhotsk,59.3833,143.3,20.73,88,96,2.17,RU,overcast clouds,2022-03-15 07:25:45
361,Pasighat,28.0667,95.3333,94.32,16,3,4.99,IN,clear sky,2022-03-15 07:25:45
362,Manacapuru,-3.2997,-60.6206,72.55,93,100,1.39,BR,overcast clouds,2022-03-15 07:21:21
363,Virginia Beach,36.8529,-75.978,46.42,78,0,0.0,US,clear sky,2022-03-15 07:25:46
364,Namatanai,-3.6667,152.4333,83.48,74,75,9.28,PG,broken clouds,2022-03-15 07:25:46
365,Yulara,-25.2406,130.9889,102.04,14,40,5.75,AU,scattered clouds,2022-03-15 07:25:46
366,Kualakapuas,-3.0091,114.3876,88.63,67,100,0.94,ID,overcast clouds,2022-03-15 07:25:47
367,Brae,60.3964,-1.353,43.25,86,32,13.73,GB,scattered clouds,2022-03-15 07:25:47
368,Ust-Tsilma,65.441,52.1498,17.35,92,96,2.75,RU,overcast clouds,2022-03-15 07:25:48
369,Longyearbyen,78.2186,15.6401,33.64,86,75,9.22,SJ,light intensity drizzle,2022-03-15 07:22:56
370,Dhankuta,26.9833,87.3333,84.06,18,0,9.01,NP,clear sky,2022-03-15 07:25:48
371,Leh,34.1667,77.5833,30.09,59,8,2.39,IN,clear sky,2022-03-15 07:25:49
372,Lohja,60.2486,24.0653,32.38,93,82,1.99,FI,broken clouds,2022-03-15 07:25:49
373,Muroto,33.2833,134.15,62.91,73,2,11.99,JP,clear sky,2022-03-15 07:25:49
374,Vao,-22.6667,167.4833,80.76,79,100,16.15,NC,overcast clouds,2022-03-15 07:25:50
375,Carutapera,-1.195,-46.02,75.94,94,99,5.82,BR,overcast clouds,2022-03-15 07:25:50
376,Tongliao,43.6125,122.2653,36.9,90,100,12.71,CN,light rain,2022-03-15 07:25:51
377,Sisophon,13.5859,102.9737,102.25,31,66,0.6,KH,broken clouds,2022-03-15 07:25:51
378,Belaya Gora,68.5333,146.4167,-4.9,98,100,4.79,RU,overcast clouds,2022-03-15 07:25:51
379,Sur,22.5667,59.5289,87.89,38,5,8.03,OM,clear sky,2022-03-15 07:25:52
380,Lata,40.1629,-8.3327,45.91,94,60,5.48,PT,broken clouds,2022-03-15 07:25:52
381,Taoudenni,22.6783,-3.9836,69.08,29,0,6.78,ML,clear sky,2022-03-15 07:25:53
382,Sovetskiy,61.3614,63.5842,16.03,83,73,3.29,RU,broken clouds,2022-03-15 07:25:53
383,Adela,12.4416,120.9729,86.92,65,52,6.89,PH,broken clouds,2022-03-15 07:25:53
384,Montecristo,8.2971,-74.4733,73.45,97,99,2.51,CO,overcast clouds,2022-03-15 07:25:54
385,Lasa,46.6166,10.7002,38.03,90,100,3.15,IT,overcast clouds,2022-03-15 07:25:54
386,Alencon,48.4333,0.0833,46.54,99,100,4.0,FR,moderate rain,2022-03-15 07:25:55
387,Azanka,58.0401,64.7893,16.14,83,100,7.54,RU,overcast clouds,2022-03-15 07:25:55
388,Saint-Augustin,51.226,-58.6502,17.15,86,60,11.59,CA,broken clouds,2022-03-15 07:25:55
389,Aasiaat,68.7098,-52.8699,-7.49,89,100,10.38,GL,overcast clouds,2022-03-15 07:25:56
390,Vila Velha,-20.3297,-40.2925,76.95,92,20,8.05,BR,few clouds,2022-03-15 07:25:56
391,Komsomolskiy,40.4272,71.7189,47.12,87,100,4.61,UZ,light rain,2022-03-15 07:25:57
392,Elizabeth City,36.2946,-76.2511,45.99,86,0,4.61,US,clear sky,2022-03-15 07:25:57
393,Aitape,-3.1374,142.3475,84.99,70,93,6.8,PG,overcast clouds,2022-03-15 07:25:57
394,Yamada,39.4667,141.95,44.78,80,36,19.89,JP,scattered clouds,2022-03-15 07:25:58
395,Toamasina,-18.1667,49.3833,82.4,83,75,6.91,MG,moderate rain,2022-03-15 07:25:58
396,Meulaboh,4.1363,96.1285,86.04,66,90,6.69,ID,overcast clouds,2022-03-15 07:25:58
397,Buraydah,26.326,43.975,66.65,38,90,5.46,SA,overcast clouds,2022-03-15 07:24:39
398,Shingu,33.7333,135.9833,70.59,31,0,7.56,JP,clear sky,2022-03-15 07:25:59
399,Sungaipenuh,-2.0833,101.3833,75.58,80,100,2.86,ID,overcast clouds,2022-03-15 07:25:59
400,Lorengau,-2.0226,147.2712,84.96,71,33,8.75,PG,scattered clouds,2022-03-15 07:26:00
401,Mayo,38.8876,-76.5119,47.12,78,0,5.75,US,clear sky,2022-03-15 07:26:00
402,Avera,33.194,-82.5271,45.91,73,99,5.73,US,overcast clouds,2022-03-15 07:26:01
403,Berlevag,70.8578,29.0864,39.2,70,75,10.36,NO,broken clouds,2022-03-15 07:26:01
404,Kremenki,54.885,37.1261,25.77,77,9,7.85,RU,clear sky,2022-03-15 07:26:02
405,Alice Springs,-23.7,133.8833,99.95,14,37,11.5,AU,scattered clouds,2022-03-15 07:26:02
406,Yar-Sale,66.8333,70.8333,12.74,89,100,8.21,RU,overcast clouds,2022-03-15 07:26:02
407,Severo-Yeniseyskiy,60.3725,93.0408,10.62,75,100,7.18,RU,overcast clouds,2022-03-15 07:26:03
408,Warwick,41.7001,-71.4162,44.73,72,0,6.91,US,clear sky,2022-03-15 07:26:03
409,Alta Floresta,-9.8756,-56.0861,69.71,98,100,3.76,BR,overcast clouds,2022-03-15 07:23:46
410,Bull Savanna,17.8868,-77.5902,71.73,86,51,6.11,JM,broken clouds,2022-03-15 07:26:04
411,Marawi,7.9986,124.2928,75.56,89,99,3.71,PH,overcast clouds,2022-03-15 07:26:04
412,Santa Maria,-29.6842,-53.8069,62.37,98,75,2.98,BR,broken clouds,2022-03-15 07:26:04
413,Markova,48.6758,24.4138,38.03,60,81,4.41,UA,broken clouds,2022-03-15 07:26:05
414,Ruteng,-8.6136,120.4721,71.74,86,84,1.21,ID,broken clouds,2022-03-15 07:26:05
415,Nagapattinam,10.7667,79.8333,88.18,46,99,9.69,IN,overcast clouds,2022-03-15 07:26:06
416,Muswellbrook,-32.2667,150.9,74.32,65,96,10.45,AU,overcast clouds,2022-03-15 07:26:06
417,Baykit,61.67,96.37,11.5,75,100,7.4,RU,overcast clouds,2022-03-15 07:26:06
418,Waingapu,-9.6567,120.2641,87.15,69,13,10.16,ID,few clouds,2022-03-15 07:26:07
419,Vestmanna,62.1564,-7.1664,43.72,93,100,24.16,FO,overcast clouds,2022-03-15 07:26:07
420,Alofi,-19.0595,-169.9187,76.89,94,85,1.14,NU,overcast clouds,2022-03-15 07:26:08
421,Adrar,20.5022,-10.0711,55.45,67,0,11.95,MR,clear sky,2022-03-15 07:26:08
422,Osa,57.2829,55.4567,16.47,77,82,10.89,RU,broken clouds,2022-03-15 07:26:08
423,Paracuru,-3.41,-39.0306,75.11,89,94,3.4,BR,overcast clouds,2022-03-15 07:26:09
424,Cayenne,4.9333,-52.3333,79.09,1,100,3.0,GF,overcast clouds,2022-03-15 07:26:09
425,Kurilsk,45.2333,147.8833,29.55,81,100,12.77,RU,light snow,2022-03-15 07:26:09
426,Paita,-5.0892,-81.1144,75.49,80,100,2.24,PE,overcast clouds,2022-03-15 07:26:10
427,Nioro,13.35,-15.75,68.16,39,18,6.91,GM,few clouds,2022-03-15 07:26:11
428,Makakilo City,21.3469,-158.0858,73.72,69,0,8.05,US,clear sky,2022-03-15 07:26:11
429,Torbay,47.6666,-52.7314,25.57,77,75,17.27,CA,broken clouds,2022-03-15 07:26:11
430,Mackay,-21.15,149.2,83.68,61,100,14.97,AU,overcast clouds,2022-03-15 07:26:12
431,San Cristobal,7.7669,-72.225,66.18,95,100,1.97,VE,overcast clouds,2022-03-15 07:26:12
432,Sechura,-5.5569,-80.8222,73.36,78,89,3.0,PE,overcast clouds,2022-03-15 07:26:13
433,San Fernando,15.0286,120.6898,92.68,47,74,8.25,PH,broken clouds,2022-03-15 07:26:13
434,Poum,-20.2333,164.0167,83.21,76,99,12.1,NC,overcast clouds,2022-03-15 07:26:13
435,Ferrol,43.4832,-8.2369,52.27,87,1,4.97,ES,clear sky,2022-03-15 07:26:14
436,Noumea,-22.2763,166.4572,84.0,99,100,8.01,NC,overcast clouds,2022-03-15 07:26:14
437,Ghanzi,-21.5667,21.7833,66.96,72,70,11.12,BW,broken clouds,2022-03-15 07:26:15
438,Udachnyy,66.4167,112.4,-1.55,53,100,3.78,RU,overcast clouds,2022-03-15 07:26:15
439,Juneau,58.3019,-134.4197,35.1,97,100,0.0,US,light rain and snow,2022-03-15 07:26:16
440,Bandarbeyla,9.4942,50.8122,81.37,62,6,13.85,SO,clear sky,2022-03-15 07:26:16
441,Rio Grande,-32.035,-52.0986,58.95,80,0,2.75,BR,clear sky,2022-03-15 07:26:16
442,Kizhinga,51.8462,109.9097,11.97,59,100,12.86,RU,overcast clouds,2022-03-15 07:26:17
443,Itarema,-2.9248,-39.9167,75.45,90,100,4.5,BR,overcast clouds,2022-03-15 07:26:17
444,Broome,42.2506,-75.833,40.53,73,95,2.71,US,overcast clouds,2022-03-15 07:22:29
445,Palana,59.1167,159.9667,4.03,90,5,0.83,RU,clear sky,2022-03-15 07:26:18
446,Amasia,40.6533,35.8331,33.53,67,77,5.57,TR,broken clouds,2022-03-15 07:26:18
447,Port Keats,-14.25,129.55,88.36,67,100,5.48,AU,overcast clouds,2022-03-15 07:26:18
448,Cap-Aux-Meules,47.3821,-61.8597,30.22,86,100,17.27,CA,overcast clouds,2022-03-15 07:26:19
449,Port Hedland,-20.3167,118.5667,98.65,49,13,18.41,AU,few clouds,2022-03-15 07:26:19
450,Siilinjarvi,63.0833,27.6667,17.62,86,0,1.14,FI,clear sky,2022-03-15 07:26:20
451,Ostrovnoy,68.0531,39.5131,25.93,89,100,20.49,RU,overcast clouds,2022-03-15 07:26:20
452,Oranjestad,12.524,-70.027,78.17,78,86,22.32,AW,overcast clouds,2022-03-15 07:24:32
453,Sandwick,60.0,-1.25,44.42,76,75,12.66,GB,broken clouds,2022-03-15 07:26:20
454,Hearst,49.6835,-83.6665,-5.55,100,89,1.66,CA,overcast clouds,2022-03-15 07:26:21
455,Sibu,2.3,111.8167,79.11,89,40,3.44,MY,light rain,2022-03-15 07:26:21
456,Haines Junction,60.7522,-137.5108,8.55,85,100,1.14,CA,overcast clouds,2022-03-15 07:26:22
457,Amuntai,-2.4177,115.2494,92.03,54,97,2.17,ID,heavy intensity rain,2022-03-15 07:26:22
458,Abnub,27.2696,31.1511,52.93,47,0,17.87,EG,clear sky,2022-03-15 07:26:23
459,Jabinyanah,35.035,10.9081,60.6,83,100,21.34,TN,overcast clouds,2022-03-15 07:26:21
460,Allapalli,19.4167,80.0667,101.95,11,8,4.92,IN,clear sky,2022-03-15 07:26:23
461,Marienburg,54.0359,19.0266,39.58,71,9,6.04,PL,clear sky,2022-03-15 07:21:34
462,Aleksandro-Nevskiy,53.4751,40.2095,20.26,94,99,11.88,RU,overcast clouds,2022-03-15 07:26:24
463,Ilulissat,69.2167,-51.1,-0.38,78,100,8.05,GL,overcast clouds,2022-03-15 07:26:24
464,Oudtshoorn,-33.5907,22.2014,61.16,60,0,1.03,ZA,clear sky,2022-03-15 07:26:25
465,La Primavera,5.4906,-70.4092,81.54,56,98,3.47,CO,overcast clouds,2022-03-15 07:26:25
466,Bhinmal,25.0,72.25,97.7,12,24,8.14,IN,few clouds,2022-03-15 07:26:25
467,Bambanglipuro,-7.95,110.2833,82.47,79,100,6.35,ID,moderate rain,2022-03-15 07:26:26
468,Los Zacatones,22.95,-102.05,52.75,14,0,5.86,MX,clear sky,2022-03-15 07:26:26
469,Lepseny,46.9904,18.2436,40.86,50,76,3.98,HU,broken clouds,2022-03-15 07:26:27
470,Yeppoon,-23.1333,150.7333,80.38,66,70,13.98,AU,broken clouds,2022-03-15 07:26:27
471,Dryden,49.7833,-92.7503,23.29,68,100,6.91,CA,overcast clouds,2022-03-15 07:21:35
472,Catemaco,18.4167,-95.1167,65.71,90,0,2.19,MX,clear sky,2022-03-15 07:26:28
473,Tekkali,18.6167,84.2333,94.69,25,13,12.71,IN,few clouds,2022-03-15 07:26:28
474,Port Macquarie,-31.4333,152.9167,71.89,76,77,10.74,AU,broken clouds,2022-03-15 07:22:02
475,Mugur-Aksy,50.35,90.5,19.76,59,100,5.37,RU,overcast clouds,2022-03-15 07:26:28
476,Baruun-Urt,46.6806,113.2792,24.84,28,78,12.57,MN,broken clouds,2022-03-15 07:26:29
477,Abu Dhabi,24.4667,54.3667,93.31,22,0,4.61,AE,clear sky,2022-03-15 07:25:22
478,Fort Frances,48.5999,-93.4003,26.82,50,100,4.61,CA,overcast clouds,2022-03-15 07:26:29
479,Mount Gambier,-37.8333,140.7667,82.31,36,98,4.61,AU,overcast clouds,2022-03-15 07:26:30
480,Ha Noi,21.0245,105.8412,80.6,55,100,6.13,VN,overcast clouds,2022-03-15 07:25:10
